trp_1164|Dummy first line
trp_id_563|尼 赫 喀 拉 射 手 
trp_id_563_pl|尼 赫 喀 拉 射 手 
trp_id_564|尼 赫 喀 拉 神 射 手 
trp_id_564_pl|尼 赫 喀 拉 神 射 手 
trp_id_565|尼 赫 喀 拉 哨 兵 
trp_id_565_pl|尼 赫 喀 拉 哨 兵 
trp_id_566|尼 赫 喀 拉 冠 军 
trp_id_566_pl|尼 赫 喀 拉 冠 军 
trp_id_567|尼 赫 喀 拉 骑 士 
trp_id_567_pl|尼 赫 喀 拉 骑 士 
trp_id_568|尼 赫 喀 拉 巫 妖 祭 司 
trp_id_568_pl|尼 赫 喀 拉 巫 妖 祭 司 
trp_id_569|光 明 巫 妖 祭 司 
trp_id_569_pl|光 明 巫 妖 祭 司 
trp_id_570|紫 晶 巫 妖 祭 司 
trp_id_570_pl|紫 晶 巫 妖 祭 司 
trp_id_571|尼 赫 喀 拉 高 阶 巫 妖 祭 司 
trp_id_571_pl|尼 赫 喀 拉 高 阶 巫 妖 祭 司 
trp_id_572|光 明 高 阶 巫 妖 祭 司 
trp_id_572_pl|光 明 高 阶 巫 妖 祭 司 
trp_id_573|紫 晶 高 阶 巫 妖 祭 司 
trp_id_573_pl|紫 晶 高 阶 巫 妖 祭 司 
trp_id_574|尼 赫 喀 拉 至 高 祭 司 
trp_id_574_pl|尼 赫 喀 拉 至 高 祭 司 
trp_id_575|光 明 至 高 祭 司 
trp_id_575_pl|光 明 至 高 祭 司 
trp_id_576|紫 晶 至 高 祭 司 
trp_id_576_pl|紫 晶 至 高 祭 司 
trp_id_577|古 墓 信 使 
trp_id_577_pl|古 墓 信 使 
trp_id_578|古 墓 逃 兵 
trp_id_578_pl|古 墓 逃 兵 
trp_id_579|监 狱 守 卫 
trp_id_579_pl|监 狱 守 卫 
trp_id_580|城 堡 护 卫 
trp_id_580_pl|城 堡 护 卫 
trp_id_581|初 诞 灵 蜥 
trp_id_581_pl|初 诞 灵 蜥 
trp_id_582|灵 蜥 散 兵 
trp_id_582_pl|灵 蜥 散 兵 
trp_id_583|蜥 人 战 士 
trp_id_583_pl|蜥 人 战 士 
trp_id_584|灵 蜥 斥 候 
trp_id_584_pl|灵 蜥 斥 候 
trp_id_585|灵 蜥 勇 士 
trp_id_585_pl|灵 蜥 勇 士 
trp_id_586|蜥 人 资 深 战 士 
trp_id_586_pl|蜥 人 资 深 战 士 
trp_id_587|灵 蜥 潜 行 者 
trp_id_587_pl|灵 蜥 潜 行 者 
trp_id_588|灵 蜥 战 士 
trp_id_588_pl|灵 蜥 战 士 
trp_id_589|婴 灵 冠 军 
trp_id_589_pl|婴 灵 冠 军 
trp_id_590|神 殿 守 卫 
trp_id_590_pl|神 殿 守 卫 
trp_id_591|冷 蜥 骑 手 
trp_id_591_pl|冷 蜥 骑 手 
trp_id_592|红 冠 灵 蜥 
trp_id_592_pl|红 冠 灵 蜥 
trp_id_593|灵 蜥 骑 手 
trp_id_593_pl|灵 蜥 骑 手 
trp_id_594|冷 蜥 骑 兵 冠 军 
trp_id_594_pl|冷 蜥 骑 兵 冠 军 
trp_id_595|尊 崇 守 卫 
trp_id_595_pl|尊 崇 守 卫 
trp_id_596|灵 蜥 战 争 酋 长 
trp_id_596_pl|灵 蜥 战 争 酋 长 
trp_id_597|疤 痕 老 兵 
trp_id_597_pl|疤 痕 老 兵 
trp_id_598|巨 蜥 
trp_id_598_pl|巨 蜥 
trp_id_599|远 古 巨 蜥 
trp_id_599_pl|远 古 巨 蜥 
trp_id_600|奎 许 灵 蜥 祭 司 
trp_id_600_pl|奎 许 灵 蜥 祭 司 
trp_id_601|琥 珀 灵 蜥 祭 司 
trp_id_601_pl|琥 珀 灵 蜥 祭 司 
trp_id_602|天 空 灵 蜥 祭 司 
trp_id_602_pl|天 空 灵 蜥 祭 司 
trp_id_603|奎 许 灵 蜥 大 祭 司 
trp_id_603_pl|奎 许 灵 蜥 大 祭 司 
trp_id_604|琥 珀 灵 蜥 大 祭 司 
trp_id_604_pl|琥 珀 灵 蜥 大 祭 司 
trp_id_605|天 空 灵 蜥 大 祭 司 
trp_id_605_pl|天 空 灵 蜥 大 祭 司 
trp_id_606|奎 许 灵 蜥 星 象 祭 司 
trp_id_606_pl|奎 许 灵 蜥 星 象 祭 司 
trp_id_607|琥 珀 灵 蜥 星 象 祭 司 
trp_id_607_pl|琥 珀 灵 蜥 星 象 祭 司 
trp_id_608|天 空 灵 蜥 星 象 祭 司 
trp_id_608_pl|天 空 灵 蜥 星 象 祭 司 
trp_id_609|冷 蜥 掠 袭 者 
trp_id_609_pl|冷 蜥 掠 袭 者 
trp_id_610|蜥 人 逃 兵 
trp_id_610_pl|蜥 人 逃 兵 
trp_id_611|监 狱 守 卫 
trp_id_611_pl|监 狱 守 卫 
trp_id_612|监 狱 守 卫 
trp_id_612_pl|监 狱 守 卫 
trp_id_613|灵 蜥 三 角 龙 队 长 
trp_id_613_pl|灵 蜥 三 角 龙 队 长 
trp_id_614|灵 蜥 三 角 龙 乘 员 
trp_id_614_pl|灵 蜥 三 角 龙 乘 员 
trp_id_615|天 空 灵 蜥 星 象 祭 司 
trp_id_615_pl|天 空 灵 蜥 星 象 祭 司 
trp_id_616|夜 地 精 新 兵 
trp_id_616_pl|夜 地 精 新 兵 
trp_id_617|夜 地 精 矛 兵 
trp_id_617_pl|夜 地 精 矛 兵 
trp_id_618|夜 地 精 斥 候 
trp_id_618_pl|夜 地 精 斥 候 
trp_id_619|夜 地 精 资 深 矛 兵 
trp_id_619_pl|夜 地 精 资 深 矛 兵 
trp_id_620|夜 地 精 射 手 
trp_id_620_pl|夜 地 精 射 手 
trp_id_621|夜 地 精 战 士 
trp_id_621_pl|夜 地 精 战 士 
trp_id_622|夜 地 精 打 击 者 
trp_id_622_pl|夜 地 精 打 击 者 
trp_id_623|夜 地 精 神 射 手 
trp_id_623_pl|夜 地 精 神 射 手 
trp_id_624|夜 地 精 资 深 战 士 
trp_id_624_pl|夜 地 精 资 深 战 士 
trp_id_625|夜 地 精 狼 骑 兵 
trp_id_625_pl|夜 地 精 狼 骑 兵 
trp_id_626|夜 地 精 蜘 蛛 骑 手 
trp_id_626_pl|夜 地 精 蜘 蛛 骑 手 
trp_id_627|夜 地 精 重 装 打 击 者 
trp_id_627_pl|夜 地 精 重 装 打 击 者 
trp_id_628|夜 地 精 狂 热 者 
trp_id_628_pl|夜 地 精 狂 热 者 
trp_id_629|夜 地 精 酋 长 
trp_id_629_pl|夜 地 精 酋 长 
trp_id_630|夜 地 精 狼 骑 老 大 
trp_id_630_pl|夜 地 精 狼 骑 老 大 
trp_id_631|史 奎 格 骑 手 
trp_id_631_pl|史 奎 格 骑 手 
trp_id_632|河 巨 魔 
trp_id_632_pl|河 巨 魔 
trp_id_633|末 日 投 掷 手 河 巨 魔 
trp_id_633_pl|末 日 投 掷 手 河 巨 魔 
trp_id_634|夜 地 精 狼 战 车 队 长 
trp_id_634_pl|夜 地 精 狼 战 车 队 长 
trp_id_635|夜 地 精 真 菌 投 弹 手 
trp_id_635_pl|夜 地 精 真 菌 投 弹 手 
trp_id_636|夜 地 精 萨 满 
trp_id_636_pl|夜 地 精 萨 满 
trp_id_637|夜 地 精 萨 满 冠 军 
trp_id_637_pl|夜 地 精 萨 满 冠 军 
trp_id_638|夜 地 精 大 萨 满 
trp_id_638_pl|夜 地 精 大 萨 满 
trp_id_639|地 精 信 使 
trp_id_639_pl|地 精 信 使 
trp_id_640|地 精 逃 兵 
trp_id_640_pl|地 精 逃 兵 
trp_id_641|监 狱 守 卫 
trp_id_641_pl|监 狱 守 卫 
trp_id_642|地 精 卫 兵 
trp_id_642_pl|地 精 卫 兵 
trp_id_643|阿 拉 比 奴 隶 
trp_id_643_pl|阿 拉 比 奴 隶 
trp_id_644|阿 拉 比 长 矛 兵 
trp_id_644_pl|阿 拉 比 长 矛 兵 
trp_id_645|阿 拉 比 弓 箭 手 
trp_id_645_pl|阿 拉 比 弓 箭 手 
trp_id_646|阿 拉 比 战 士 
trp_id_646_pl|阿 拉 比 战 士 
trp_id_647|阿 拉 比 资 深 长 矛 兵 
trp_id_647_pl|阿 拉 比 资 深 长 矛 兵 
trp_id_648|阿 拉 比 神 射 手 
trp_id_648_pl|阿 拉 比 神 射 手 
trp_id_649|阿 拉 比 资 深 勇 士 
trp_id_649_pl|阿 拉 比 资 深 勇 士 
trp_id_650|阿 拉 比 长 枪 兵 
trp_id_650_pl|阿 拉 比 长 枪 兵 
trp_id_651|苏 丹 禁 卫 
trp_id_651_pl|苏 丹 禁 卫 
trp_id_652|沙 漠 骑 兵 
trp_id_652_pl|沙 漠 骑 兵 
trp_id_653|阿 拉 比 军 士 
trp_id_653_pl|阿 拉 比 军 士 
trp_id_654|苏 丹 禁 卫 军 官 
trp_id_654_pl|苏 丹 禁 卫 军 官 
trp_id_655|那 法 掷 弹 兵 
trp_id_655_pl|那 法 掷 弹 兵 
trp_id_656|马 穆 鲁 克 
trp_id_656_pl|马 穆 鲁 克 
trp_id_657|骆 驼 掠 夺 者 
trp_id_657_pl|骆 驼 掠 夺 者 
trp_id_658|苏 丹 卫 队 
trp_id_658_pl|苏 丹 卫 队 
trp_id_659|哈 萨 辛 
trp_id_659_pl|哈 萨 辛 
trp_id_660|哈 希 姆 卫 队
trp_id_660_pl|哈 希 姆 卫 队
trp_id_661|骆 驼 骑 兵 
trp_id_661_pl|骆 驼 骑 兵 
trp_id_662|阿 拉 比 刺 客 
trp_id_662_pl|阿 拉 比 刺 客 
trp_id_663|沙 漠 幽 灵 
trp_id_663_pl|沙 漠 幽 灵 
trp_id_664|战 象 队 长 
trp_id_664_pl|战 象 队 长 
trp_id_665|阿 拉 比 信 使 
trp_id_665_pl|阿 拉 比 信 使 
trp_id_666|阿 拉 比 逃 兵 
trp_id_666_pl|阿 拉 比 逃 兵 
trp_id_667|监 狱 守 卫 
trp_id_667_pl|监 狱 守 卫 
trp_id_668|城 堡 护 卫 
trp_id_668_pl|城 堡 护 卫 
trp_id_669|战 象 骑 士 
trp_id_669_pl|战 象 骑 士 
trp_id_670|阿 拉 比 海 盗 
trp_id_670_pl|阿 拉 比 海 盗 
trp_id_671|阿 拉 比 资 深 海 盗 
trp_id_671_pl|阿 拉 比 资 深 海 盗 
trp_id_672|阿 拉 比 海 盗 船 长 
trp_id_672_pl|阿 拉 比 海 盗 船 长 
trp_id_673|阿 拉 比 弓 骑 兵 
trp_id_673_pl|阿 拉 比 弓 骑 兵 
trp_id_674|阿 拉 比 资 深 弓 骑 兵 
trp_id_674_pl|阿 拉 比 资 深 弓 骑 兵 
trp_id_675|阿 拉 比 弓 骑 大 师 
trp_id_675_pl|阿 拉 比 弓 骑 大 师 
trp_id_676|阿 拉 比 马 术 大 师 
trp_id_676_pl|阿 拉 比 马 术 大 师 
trp_id_677|苏 丹 沙 漠 法 师 学 徒 
trp_id_677_pl|苏 丹 沙 漠 法 师 学 徒 
trp_id_678|苏 丹 光 明 法 师 学 徒 
trp_id_678_pl|苏 丹 光 明 法 师 学 徒 
trp_id_679|苏 丹 黄 金 法 师 学 徒 
trp_id_679_pl|苏 丹 黄 金 法 师 学 徒 
trp_id_680|苏 丹 炽 焰 法 师 学 徒 
trp_id_680_pl|苏 丹 炽 焰 法 师 学 徒 
trp_id_681|苏 丹 天 空 法 师 学 徒 
trp_id_681_pl|苏 丹 天 空 法 师 学 徒 
trp_id_682|苏 丹 沙 漠 法 师 
trp_id_682_pl|苏 丹 沙 漠 法 师 
trp_id_683|苏 丹 光 明 法 师 
trp_id_683_pl|苏 丹 光 明 法 师 
trp_id_684|黄 金 维 齐 尔 
trp_id_684_pl|黄 金 维 齐 尔 
trp_id_685|火 焰 维 齐 尔 
trp_id_685_pl|火 焰 维 齐 尔 
trp_id_686|天 空 维 齐 尔 
trp_id_686_pl|天 空 维 齐 尔 
trp_id_687|苏 丹 沙 漠 大 法 师 
trp_id_687_pl|苏 丹 沙 漠 大 法 师 
trp_id_688|苏 丹 光 明 大 法 师 
trp_id_688_pl|苏 丹 光 明 大 法 师 
trp_id_689|苏 丹 黄 金 大 法 师 
trp_id_689_pl|苏 丹 黄 金 大 法 师 
trp_id_690|苏 丹 炽 焰 大 法 师 
trp_id_690_pl|苏 丹 炽 焰 大 法 师 
trp_id_691|苏 丹 天 空 大 法 师 
trp_id_691_pl|苏 丹 天 空 大 法 师 
trp_id_692|兽 人 新 兵 
trp_id_692_pl|兽 人 新 兵 
trp_id_693|兽 人 小 子 
trp_id_693_pl|兽 人 小 子 
trp_id_694|兽 人 弓 箭 手 
trp_id_694_pl|兽 人 弓 箭 手 
trp_id_695|兽 人 砍 霸 
trp_id_695_pl|兽 人 砍 霸 
trp_id_696|兽 人 弓 箭 小 子 
trp_id_696_pl|兽 人 弓 箭 小 子 
trp_id_697|兽 人 大 只 佬 
trp_id_697_pl|兽 人 大 只 佬 
trp_id_698|兽 人 长 斧 勇 士 
trp_id_698_pl|兽 人 长 斧 勇 士 
trp_id_699|兽 人 弓 箭 大 只 佬 
trp_id_699_pl|兽 人 弓 箭 大 只 佬 
trp_id_700|兽 人 战 猪 掠 袭 者 
trp_id_700_pl|兽 人 战 猪 掠 袭 者 
trp_id_701|兽 人 狂 战 士 
trp_id_701_pl|兽 人 狂 战 士 
trp_id_702|黑 兽 人 
trp_id_702_pl|黑 兽 人 
trp_id_703|兽 人 战 猪 小 子 
trp_id_703_pl|兽 人 战 猪 小 子 
trp_id_704|黑 兽 人 大 只 佬 
trp_id_704_pl|黑 兽 人 大 只 佬 
trp_id_705|兽 人 战 猪 大 只 佬 
trp_id_705_pl|兽 人 战 猪 大 只 佬 
trp_id_706|兽 人 碎 颅 者 
trp_id_706_pl|兽 人 碎 颅 者 
trp_id_707|黑 兽 人 不 朽 者 
trp_id_707_pl|黑 兽 人 不 朽 者 
trp_id_708|石 巨 魔 
trp_id_708_pl|石 巨 魔 
trp_id_709|末 日 投 掷 手 石 巨 魔 
trp_id_709_pl|末 日 投 掷 手 石 巨 魔 
trp_id_710|兽 人 战 车 队 长 
trp_id_710_pl|兽 人 战 车 队 长 
trp_id_711|蛮 荒 兽 人 
trp_id_711_pl|蛮 荒 兽 人 
trp_id_712|蛮 荒 兽 人 狂 战 士 
trp_id_712_pl|蛮 荒 兽 人 狂 战 士 
trp_id_713|蛮 荒 兽 人 碎 骨 者 
trp_id_713_pl|蛮 荒 兽 人 碎 骨 者 
trp_id_714|蛮 荒 兽 人 战 猪 小 子 
trp_id_714_pl|蛮 荒 兽 人 战 猪 小 子 
trp_id_715|蛮 荒 兽 人 酋 长 
trp_id_715_pl|蛮 荒 兽 人 酋 长 
trp_id_716|蛮 荒 兽 人 弓 箭 小 子 
trp_id_716_pl|蛮 荒 兽 人 弓 箭 小 子 
trp_id_717|蛮 荒 兽 人 弓 箭 大 只 佬 
trp_id_717_pl|蛮 荒 兽 人 弓 箭 大 只 佬 
trp_id_718|兽 人 萨 满 
trp_id_718_pl|兽 人 萨 满 
trp_id_719|兽 人 萨 满 冠 军 
trp_id_719_pl|兽 人 萨 满 冠 军 
trp_id_720|兽 人 大 萨 满 
trp_id_720_pl|兽 人 大 萨 满 
trp_id_721|兽 人 战 车 大 只 佬 
trp_id_721_pl|兽 人 战 车 大 只 佬 
trp_id_722|兽 人 信 使 
trp_id_722_pl|兽 人 信 使 
trp_id_723|兽 人 逃 兵 
trp_id_723_pl|兽 人 逃 兵 
trp_id_724|监 狱 守 卫 
trp_id_724_pl|监 狱 守 卫 
trp_id_725|城 堡 守 卫 
trp_id_725_pl|城 堡 守 卫 
trp_id_726|巴 托 尼 亚 农 民 
trp_id_726_pl|巴 托 尼 亚 农 民 
trp_id_727|征 召 剑 士 
trp_id_727_pl|征 召 剑 士 
trp_id_728|征 召 射 手 
trp_id_728_pl|征 召 射 手 
trp_id_729|巴 托 尼 亚 军 士 
trp_id_729_pl|巴 托 尼 亚 军 士 
trp_id_730|战 斗 朝 圣 者 
trp_id_730_pl|战 斗 朝 圣 者 
trp_id_731|长 弓 手 
trp_id_731_pl|长 弓 手 
trp_id_732|巴 托 尼 亚 资 深 军 士 
trp_id_732_pl|巴 托 尼 亚 资 深 军 士 
trp_id_733|巴 托 尼 亚 领 主 猎 手 
trp_id_733_pl|巴 托 尼 亚 领 主 猎 手 
trp_id_734|巴 托 尼 亚 侍 从 
trp_id_734_pl|巴 托 尼 亚 侍 从 
trp_id_735|侠 义 骑 士 
trp_id_735_pl|侠 义 骑 士 
trp_id_736|圣 杯 朝 圣 者 
trp_id_736_pl|圣 杯 朝 圣 者 
trp_id_737|王 国 骑 士 
trp_id_737_pl|王 国 骑 士 
trp_id_738|步 战 侍 从 
trp_id_738_pl|步 战 侍 从 
trp_id_739|探 险 骑 士 
trp_id_739_pl|探 险 骑 士 
trp_id_740|圣 杯 骑 士 
trp_id_740_pl|圣 杯 骑 士 
trp_id_741|圣 骑 士 
trp_id_741_pl|圣 骑 士 
trp_id_742|巴 托 尼 亚 信 使 
trp_id_742_pl|巴 托 尼 亚 信 使 
trp_id_743|巴 托 尼 亚 逃 兵 
trp_id_743_pl|巴 托 尼 亚 逃 兵 
trp_id_744|监 狱 守 卫 
trp_id_744_pl|监 狱 守 卫 
trp_id_745|城 堡 守 卫 
trp_id_745_pl|城 堡 守 卫 
trp_id_746|琥 珀 少 女 法 师 
trp_id_746_pl|琥 珀 少 女 法 师 
trp_id_747|翡 翠 少 女 法 师 
trp_id_747_pl|翡 翠 少 女 法 师 
trp_id_748|琥 珀 圣 杯 少 女 法 师 
trp_id_748_pl|琥 珀 圣 杯 少 女 法 师 
trp_id_749|翡 翠 圣 杯 少 女 法 师 
trp_id_749_pl|翡 翠 圣 杯 少 女 法 师 
trp_id_750|琥 珀 先 知 法 师 
trp_id_750_pl|琥 珀 先 知 法 师 
trp_id_751|天 空 先 知 法 师 
trp_id_751_pl|天 空 先 知 法 师 
trp_id_752|翡 翠 先 知 法 师 
trp_id_752_pl|翡 翠 先 知 法 师 
trp_id_753|暗 精 灵 新 兵 
trp_id_753_pl|暗 精 灵 新 兵 
trp_id_754|暗 精 灵 斗 士 
trp_id_754_pl|暗 精 灵 斗 士 
trp_id_755|暗 精 灵 征 召 弩 手 
trp_id_755_pl|暗 精 灵 征 召 弩 手 
trp_id_756|精 灵 女 巫 学 徒 
trp_id_756_pl|精 灵 女 巫 学 徒 
trp_id_757|恐 惧 矛 手 
trp_id_757_pl|恐 惧 矛 手 
trp_id_758|暗 精 灵 弩 兵 
trp_id_758_pl|暗 精 灵 弩 兵 
trp_id_759|巫 灵 
trp_id_759_pl|巫 灵 
trp_id_760|黑 锐 连 弩 手 
trp_id_760_pl|黑 锐 连 弩 手 
trp_id_761|黯 然 剑 士 
trp_id_761_pl|黯 然 剑 士 
trp_id_762|黑 方 舟 海 盗 
trp_id_762_pl|黑 方 舟 海 盗 
trp_id_763|黑 暗 骑 手 
trp_id_763_pl|黑 暗 骑 手 
trp_id_764|魔 女 
trp_id_764_pl|魔 女 
trp_id_765|雷 矢 魔 鬼 
trp_id_765_pl|雷 矢 魔 鬼 
trp_id_766|黯 影 
trp_id_766_pl|黯 影 
trp_id_767|纳 迦 隆 德 黑 守 卫 
trp_id_767_pl|纳 迦 隆 德 黑 守 卫 
trp_id_768|冷 蜥 骑 士 
trp_id_768_pl|冷 蜥 骑 士 
trp_id_769|死 亡 魔 女 
trp_id_769_pl|死 亡 魔 女 
trp_id_770|血 刃 
trp_id_770_pl|血 刃 
trp_id_771|恐 惧 骑 士 
trp_id_771_pl|恐 惧 骑 士 
trp_id_772|恐 惧 女 巫 
trp_id_772_pl|恐 惧 女 巫 
trp_id_773|哈 尔·冈 西 刽 子 手 
trp_id_773_pl|哈 尔·冈 西 刽 子 手 
trp_id_774|暗 精 灵 刺 客 
trp_id_774_pl|暗 精 灵 刺 客 
trp_id_775|恐 惧 奴 主 
trp_id_775_pl|恐 惧 奴 主 
trp_id_776|暗 精 灵 冷 蜥 战 车 队 长 
trp_id_776_pl|暗 精 灵 冷 蜥 战 车 队 长 
trp_id_777|暗 精 灵 冷 蜥 战 车 队 员 
trp_id_777_pl|暗 精 灵 冷 蜥 战 车 队 员 
trp_id_778|达 尔 见 习 女 术 士 
trp_id_778_pl|达 尔 见 习 女 术 士 
trp_id_779|黄 金 见 习 女 术 士 
trp_id_779_pl|黄 金 见 习 女 术 士 
trp_id_780|炽 焰 见 习 女 术 士 
trp_id_780_pl|炽 焰 见 习 女 术 士 
trp_id_781|灰 袍 见 习 女 术 士 
trp_id_781_pl|灰 袍 见 习 女 术 士 
trp_id_782|紫 晶 见 习 女 术 士 
trp_id_782_pl|紫 晶 见 习 女 术 士 
trp_id_783|达 尔 女 术 士 
trp_id_783_pl|达 尔 女 术 士 
trp_id_784|黄 金 女 术 士 
trp_id_784_pl|黄 金 女 术 士 
trp_id_785|炽 焰 女 术 士 
trp_id_785_pl|炽 焰 女 术 士 
trp_id_786|灰 袍 女 术 士 
trp_id_786_pl|灰 袍 女 术 士 
trp_id_787|紫 晶 女 术 士 
trp_id_787_pl|紫 晶 女 术 士 
trp_id_788|达 尔 至 高 女 术 士 
trp_id_788_pl|达 尔 至 高 女 术 士 
trp_id_789|黄 金 至 高 女 术 士 
trp_id_789_pl|黄 金 至 高 女 术 士 
trp_id_790|炽 焰 至 高 女 术 士 
trp_id_790_pl|炽 焰 至 高 女 术 士 
trp_id_791|灰 袍 至 高 女 术 士 
trp_id_791_pl|灰 袍 至 高 女 术 士 
trp_id_792|紫 晶 至 高 女 术 士 
trp_id_792_pl|紫 晶 至 高 女 术 士 
trp_id_793|暗 精 灵 信 使 
trp_id_793_pl|暗 精 灵 信 使 
trp_id_794|暗 精 灵 逃 兵 
trp_id_794_pl|暗 精 灵 逃 兵 
trp_id_795|监 狱 守 卫 
trp_id_795_pl|监 狱 守 卫 
trp_id_796|城 堡 守 卫 
trp_id_796_pl|城 堡 守 卫 
trp_id_797|奴 隶 鼠 
trp_id_797_pl|奴 隶 鼠 
trp_id_798|氏 族 鼠 
trp_id_798_pl|氏 族 鼠 
trp_id_799|资 深 氏 族 鼠 
trp_id_799_pl|资 深 氏 族 鼠 
trp_id_800|史 库 里 散 兵 
trp_id_800_pl|史 库 里 散 兵 
trp_id_801|利 爪 鼠 
trp_id_801_pl|利 爪 鼠 
trp_id_802|莫 德 尔 驯 兽 师 
trp_id_802_pl|莫 德 尔 驯 兽 师 
trp_id_803|史 库 里 枪 手 
trp_id_803_pl|史 库 里 枪 手 
trp_id_804|夜 奔 鼠 
trp_id_804_pl|夜 奔 鼠 
trp_id_805|暴 风 鼠 
trp_id_805_pl|暴 风 鼠 
trp_id_806|大 师 级 莫 德 尔 驯 兽 师 
trp_id_806_pl|大 师 级 莫 德 尔 驯 兽 师 
trp_id_807|史 库 里 大 师 枪 手 
trp_id_807_pl|史 库 里 大 师 枪 手 
trp_id_808|毒 雾 投 掷 鼠 
trp_id_808_pl|毒 雾 投 掷 鼠 
trp_id_809|阴 沟 奔 行 鼠 
trp_id_809_pl|阴 沟 奔 行 鼠 
trp_id_810|瘟 疫 僧 
trp_id_810_pl|瘟 疫 僧 
trp_id_811|长 戟 暴 风 鼠 
trp_id_811_pl|长 戟 暴 风 鼠 
trp_id_812|莫 德 尔 鼠 骑 手 
trp_id_812_pl|莫 德 尔 鼠 骑 手 
trp_id_813|次 元 抬 枪 小 组 
trp_id_813_pl|次 元 抬 枪 小 组 
trp_id_814|次 元 术 士 工 程 师 
trp_id_814_pl|次 元 术 士 工 程 师 
trp_id_815|死 亡 奔 行 鼠 
trp_id_815_pl|死 亡 奔 行 鼠 
trp_id_816|瘟 疫 祭 司 
trp_id_816_pl|瘟 疫 祭 司 
trp_id_817|艾 辛 刺 客 
trp_id_817_pl|艾 辛 刺 客 
trp_id_818|鼠 特 林 枪 手 
trp_id_818_pl|鼠 特 林 枪 手 
trp_id_819|鼠 巨 魔 
trp_id_819_pl|鼠 巨 魔 
trp_id_820|碎 骨 者 
trp_id_820_pl|碎 骨 者 
trp_id_821|毁 灭 术 士 
trp_id_821_pl|毁 灭 术 士 
trp_id_822|瘟 疫 术 士 
trp_id_822_pl|瘟 疫 术 士 
trp_id_823|毁 灭 大 术 士 
trp_id_823_pl|毁 灭 大 术 士 
trp_id_824|瘟 疫 大 术 士 
trp_id_824_pl|瘟 疫 大 术 士 
trp_id_825|毁 灭 术 士 宗 师 
trp_id_825_pl|毁 灭 术 士 宗 师 
trp_id_826|瘟 疫 术 士 宗 师 
trp_id_826_pl|瘟 疫 术 士 宗 师 
trp_id_827|斯 卡 文 信 使 
trp_id_827_pl|斯 卡 文 信 使 
trp_id_828|斯 卡 文 逃 兵 
trp_id_828_pl|斯 卡 文 逃 兵 
trp_id_829|监 狱 守 卫 
trp_id_829_pl|监 狱 守 卫 
trp_id_830|城 堡 守 卫 
trp_id_830_pl|城 堡 守 卫 
trp_id_831|基 斯 里 夫 农 民 
trp_id_831_pl|基 斯 里 夫 农 民 
trp_id_832|基 斯 里 夫 斧 兵 
trp_id_832_pl|基 斯 里 夫 斧 兵 
trp_id_833|基 斯 里 夫 游 击 射 手 
trp_id_833_pl|基 斯 里 夫 游 击 射 手 
trp_id_834|基 斯 里 夫 猎 人 
trp_id_834_pl|基 斯 里 夫 猎 人 
trp_id_835|克 萨 弓 手 
trp_id_835_pl|克 萨 弓 手 
trp_id_836|乌 果 尔 马 弓 手 
trp_id_836_pl|乌 果 尔 马 弓 手 
trp_id_837|基 斯 里 夫 军 士 
trp_id_837_pl|基 斯 里 夫 军 士 
trp_id_838|克 萨 勇 士 
trp_id_838_pl|克 萨 勇 士 
trp_id_839|基 斯 里 夫 驭 马 大 师 
trp_id_839_pl|基 斯 里 夫 驭 马 大 师 
trp_id_840|波 卡 卫 队 
trp_id_840_pl|波 卡 卫 队 
trp_id_841|射 击 军 
trp_id_841_pl|射 击 军 
trp_id_842|翼 骑 兵 
trp_id_842_pl|翼 骑 兵 
trp_id_843|克 雷 姆 尔 卫 队 
trp_id_843_pl|克 雷 姆 尔 卫 队 
trp_id_844|枪 骑 兵 
trp_id_844_pl|枪 骑 兵 
trp_id_845|狮 鹫 军 团 兵 
trp_id_845_pl|狮 鹫 军 团 兵 
trp_id_846|波 耶 亲 卫 
trp_id_846_pl|波 耶 亲 卫 
trp_id_847|厄 孙 之 子 
trp_id_847_pl|厄 孙 之 子 
trp_id_848|寒 冰 守 卫 
trp_id_848_pl|寒 冰 守 卫 
trp_id_849|基 斯 里 夫 信 使 
trp_id_849_pl|基 斯 里 夫 信 使 
trp_id_850|基 斯 里 夫 逃 兵 
trp_id_850_pl|基 斯 里 夫 逃 兵 
trp_id_851|监 狱 守 卫 
trp_id_851_pl|监 狱 守 卫 
trp_id_852|城 堡 护 卫 
trp_id_852_pl|城 堡 护 卫 
trp_id_853|契 卡 新 兵 
trp_id_853_pl|契 卡 新 兵 
trp_id_854|契 卡 族 人 
trp_id_854_pl|契 卡 族 人 
trp_id_855|契 卡 战 士 
trp_id_855_pl|契 卡 战 士 
trp_id_856|契 卡 军 官 
trp_id_856_pl|契 卡 军 官 
trp_id_857|熊 神 兄 弟 会 
trp_id_857_pl|熊 神 兄 弟 会 
trp_id_858|冰 霜 少 女 
trp_id_858_pl|冰 霜 少 女 
trp_id_859|寒 冰 少 女 
trp_id_859_pl|寒 冰 少 女 
trp_id_860|寒 冰 女 巫 
trp_id_860_pl|寒 冰 女 巫 
trp_id_861|劣 角 兽 
trp_id_861_pl|劣 角 兽 
trp_id_862|劣 角 兽 战 士 
trp_id_862_pl|劣 角 兽 战 士 
trp_id_863|劣 角 兽 掠 袭 者 
trp_id_863_pl|劣 角 兽 掠 袭 者 
trp_id_864|断 角 兽 勇 士 
